topic,ask_type,count
Cranial nerve synkinesis,mechanism,1
Cranial nerves,anatomy_structure,30
Cranial nerves,diagnosis,3
Cranial nerves,image_identification,1
Cranial nerves,mechanism,1
Cranial nerves,other,1
Cranial venous sinuses,anatomy_structure,9
Craniovertebral Junction,diagnosis,3
Craniovertebral junction,diagnosis,4
Creatine Metabolism,mechanism,1
Creatine metabolism,mechanism,1
Creatinine Metabolism,mechanism,1
Creatinine metabolism,mechanism,1
Creche,other,1
Criminal Abortion,other,1
Criminal Law,other,6
Criminal Procedure,other,1
Criminal Responsibility,other,1
Criminal abortion,other,1
Criminal law,other,2
Criminal procedure,other,3
Criminal responsibility,other,1
Criminalistics,other,1
Critical Care,diagnosis,10
Critical Care,other,6
Critical Care,management,3
Critical Care,epidemiology,2
Crohn disease,anatomy_structure,1
Crohn'S Disease,other,1
Crohn's disease,investigation,1
Crohn's disease,other,1
Cross-sectional imaging,image_identification,1
Croup,image_identification,1
Croup,other,1
Cruciate ligament,anatomy_structure,1
Cruciate ligament,diagnosis,1
Cruciate ligament,mechanism,1
Cryoglobulinemia,other,2
Cryoglobulinemia Etiology,other,1
Cryosurgery,other,1
Cryotherapy,other,1
Cryptococcus,other,1
Cryptomenorrhoea,diagnosis,1
Cryptorchidism,management,2
Cryptorchidism,epidemiology,1
Crystal Arthropathy,diagnosis,1
Crystal Arthropathy,epidemiology,1
Crystal Arthropathy,investigation,1
Crystal arthropathies,investigation,2
Csf Leak,investigation,2
Csf Rhinorrhoea,diagnosis,1
Csom,diagnosis,1
Ct & Mri,other,5
Ct Physics,mechanism,2
Ct Scan Limitations,diagnosis,1
Cubital Fossa,anatomy_structure,2
Cubitus Valgus,diagnosis,1
Cubitus valgus,diagnosis,1
Culex Larvae,other,1
Cultural heritage,other,1
Culture Media,investigation,8
Culture Media,other,5
Culture Techniques,investigation,1
Culture characteristics,image_identification,1
Culture media,investigation,8
Culture media,other,3
Culture media,diagnosis,1
Culture media,management,1
Culture media,mechanism,1
Culture techniques,investigation,1
Culture-Bound Syndromes,diagnosis,1
Culture-bound syndromes,diagnosis,1
Cutaneous Lymphoma,epidemiology,1
Cutaneous Manifestations,diagnosis,1
Cutaneous T-Cell Lymphoma,diagnosis,1
Cutaneous T-cell Lymphoma,diagnosis,1
Cutaneous Tuberculosis,diagnosis,2
Cutaneous receptors,mechanism,1
Cutaneous tuberculosis,diagnosis,1
Cutis Marmorata,epidemiology,1
Cutis marmorata,epidemiology,1
Cvs Pharmacology,other,10
Cyanosis,diagnosis,1
Cyanotic Congenital Heart Disease,diagnosis,1
Cyanotic Heart Disease,diagnosis,1
Cyanotic Spells,mechanism,1
Cyanotic congenital heart disease,diagnosis,1
Cyanotic spells,mechanism,1
Cyclic peptides,other,1
Cycloplegia,drug_of_choice,2
Cycloplegia,investigation,1
Cycloplegia,management,1
Cycloplegic Agents,other,1
Cycloplegic agents,other,1
Cyclothymia,diagnosis,1
Cyclothymia,other,1
Cystathionine Beta Synthase,other,1
Cystic Fibrosis,diagnosis,1
Cystic Fibrosis,mechanism,1
Cystic Fibrosis,other,1
Cystic Hygroma,management,1
Cystic Lesions,epidemiology,1
Cystic fibrosis,diagnosis,1
Cystic lesions,epidemiology,1
Cystinuria,diagnosis,1
Cysts,diagnosis,1
Cysts,other,1
Cytochrome P450,other,2
Cytochrome P450,mechanism,1
Cytokines,mechanism,10
Cytomegalovirus,diagnosis,1
Cytopathology,investigation,1
Cytoskeleton,investigation,1
Cytoskeleton,other,1
Cytotoxic drug disposal,other,1
D&C,management,1
DIEP flap,management,1
DMARDs,other,1
DNA Damage,mechanism,1
DNA Profiling,other,1
DNA Repair,mechanism,2
DNA Repair,other,1
DNA Replication,mechanism,11
DNA Replication and Repair,mechanism,1
DNA Structure,other,3
DNA and RNA viruses,other,1
DNA repair,mechanism,3
DNA repair disorders,other,1
DNA structure,other,2
DNA viruses,diagnosis,2
DSD,diagnosis,1
DSM-5,diagnosis,1
DVT risk factors,epidemiology,2
Dacryocystitis,management,1
Dactylitis,diagnosis,2
Dactylography,other,3
Damage Control Surgery,management,2
Dandy-Walker Syndrome,diagnosis,1
Dandy-Walker syndrome,diagnosis,1
Darting motility,other,1
Data Analysis,other,2
Data Presentation,other,1
Data Visualization,image_identification,1
Data presentation,other,1
Deafness,other,1
Death Certificate,other,2
Death Certificate,diagnosis,1
Death declaration,other,1
Death definition,other,1
Decidua,anatomy_structure,1
Decompensated Heart Failure,management,1
Decomposition,other,2
Decomposition And Putrefaction,other,1
Decomposition and Putrefaction,other,1
Decompression Sickness,mechanism,1
Deep Venous Thrombosis,diagnosis,1
Deep Venous Thrombosis (DVT),diagnosis,1
Deep Venous Thrombosis (Dvt),diagnosis,1
Deficiency Diseases,diagnosis,4
Deficiency Diseases,mechanism,1
Deficiency diseases,diagnosis,1
Definitions,other,2
Defluoridation,management,1
Deformities,diagnosis,1
Deformities,other,1
Degeneration,diagnosis,1
Dehydration,diagnosis,4
Dehydration,management,1
Dehydration Management,management,2
Delirium,diagnosis,5
Delirium,investigation,1
Delirium And Dementia,diagnosis,1
Delirium Tremens,diagnosis,1
Delirium and Dementia,diagnosis,1
Delirium tremens,diagnosis,1
Delivery Complications,management,1
Delta sign,diagnosis,1
Delusion,diagnosis,3
Delusional Disorder,diagnosis,1
Delusional Disorder,other,1
Delusional Disorders,diagnosis,20
Delusional Disorders,other,1
Delusional disorder,diagnosis,1
Delusional disorders,diagnosis,16
Delusions,diagnosis,8
Delusions,other,3
Dementia,diagnosis,7
Dementia,epidemiology,2
Demographic Cycle,epidemiology,4
Demographic Cycle,image_identification,1
Demographic Indicators,other,1
Demographic Transition,epidemiology,2
Demographic transition,epidemiology,2
Demography & Family Planning,epidemiology,39
Demography & Family Planning,other,25
Demography & Family Planning,management,4
Demography & Family Planning,image_identification,3
Demography & Family Planning,mechanism,2
Demyelinating Disease,epidemiology,1
Demyelinating Diseases,mechanism,2
Demyelinating diseases,mechanism,1
Dengue,other,1
Dengue shock syndrome,other,1
Dental Anatomy,anatomy_structure,3
Dental Anatomy,other,1
Dental Eruption,other,3
Dental Fluorosis,other,1
Dental disorders,other,1
Dental eruption,other,3
Dentition,other,3
Depolarizing Neuromuscular Blockers,other,1
Depressive Disorders,diagnosis,4
Depth Of Anaesthesia,investigation,1
Depth Of Anaesthesia,other,1
Depth Of Anesthesia Monitoring,mechanism,1
Depth of Anaesthesia,investigation,2
Depth of Anesthesia,other,1
Depth of anaesthesia,other,1
Depth of anesthesia monitoring,mechanism,1
Dermatitis,image_identification,1
Dermatitis Herpetiformis,diagnosis,1
Dermatitis Herpetiformis,management,1
Dermatitis herpetiformis,diagnosis,1
Dermatitis herpetiformis,management,1
Dermatologic Pathology,mechanism,1
Dermatologic Signs,diagnosis,3
Dermatologic Signs,other,1
Dermatologic pathology,mechanism,1
Dermatologic signs,other,1
Dermatological Investigations,investigation,1
Dermatological Pharmacology,drug_of_choice,2
Dermatological Signs,diagnosis,3
Dermatological Signs,other,1
Dermatological Syndromes,image_identification,1
Dermatological investigations,investigation,1
Dermatological pharmacology,drug_of_choice,2
Dermatological signs,other,1
Dermatology,diagnosis,176
Dermatology,other,54
Dermatology,management,24
Dermatology,image_identification,16
Dermatology,mechanism,15
Dermatology,drug_of_choice,11
Dermatology,epidemiology,11
Dermatology,investigation,9
Dermatology,anatomy_structure,8
Dermatology therapy,management,1
Dermatome,anatomy_structure,1
Dermatomes,anatomy_structure,2
Dermatomyositis,diagnosis,3
Dermatomyositis,other,3
Dermatopathology,image_identification,4
Dermatopathology,mechanism,1
Dermatopathology,other,1
Dermatophytes,diagnosis,5
Dermatophytes,other,2
Dermatophytosis,diagnosis,2
Dermatophytosis,other,1
Dermoid Cyst,other,1
Descriptive Statistics,other,2
Deworming,management,1
Diabetes Insipidus,diagnosis,2
Diabetes Insipidus,management,1
Diabetes Insipidus,other,1
Diabetes Management,investigation,1
Diabetes Mellitus,other,6
Diabetes Mellitus,diagnosis,5
Diabetes Mellitus,management,3
Diabetes Mellitus,mechanism,3
Diabetes Mellitus,drug_of_choice,2
Diabetes Mellitus Management,management,1
Diabetes complications,investigation,1
Diabetes insipidus,diagnosis,1
Diabetes insipidus,drug_of_choice,1
Diabetes mellitus,mechanism,3
Diabetes mellitus,other,1
Diabetic Emergencies,diagnosis,1
Diabetic Emergencies,management,1
Diabetic Ketoacidosis,management,1
Diabetic Ketoacidosis,mechanism,1
Diabetic Ketoacidosis (DKA),management,2
Diabetic Ketoacidosis (Dka),management,2
Diabetic Neuropathy,diagnosis,3
Diabetic Retinopathy,diagnosis,6
Diabetic Retinopathy,image_identification,2
Diabetic Retinopathy,management,1
Diabetic Retinopathy,other,1
Diabetic complications,diagnosis,1
Diabetic foot,diagnosis,1
Diabetic ketoacidosis,mechanism,1
Diabetic retinopathy,diagnosis,7
Diabetic retinopathy,other,3
Diabetic retinopathy,image_identification,2
Diabetic retinopathy,drug_of_choice,1
Diagnosis,diagnosis,2
Diagnosis,investigation,1
Diagnosis,management,1
Diagnostic Accuracy,diagnosis,1
Diagnostic Criteria,diagnosis,2
Diagnostic Criteria,investigation,1
Diagnostic Evaluation,investigation,1
Diagnostic Imaging,investigation,1
Diagnostic Methods,investigation,2
Diagnostic Methods For Treponema Pallidum,other,1
Diagnostic Microbiology,investigation,5
Diagnostic Microbiology,other,2
Diagnostic Procedures,investigation,1
Diagnostic Techniques,investigation,3
Diagnostic Test Evaluation,investigation,1
Diagnostic Test Evaluation,other,1
Diagnostic Testing,epidemiology,1
Diagnostic Tests,investigation,12
Diagnostic Tests,epidemiology,1
Diagnostic criteria,diagnosis,2
Diagnostic imaging,investigation,1
Diagnostic microbiology,other,2
Diagnostic microbiology,investigation,1
Diagnostic techniques,investigation,1
Diagnostic test evaluation,other,1
Diagnostic tests,investigation,7
Diagnostic tests,diagnosis,1
Diagnostics,investigation,1
Diagnostics,management,1
Dialysis,management,1
Dialysis Complications,other,2
Dialysis complications,mechanism,1
Dialysis complications,other,1
Diaphragm,anatomy_structure,5
Diaphragmatic Openings,anatomy_structure,1
Diarrhea,diagnosis,1
Diarrhea,mechanism,1
Diarrhea Management,other,1
Diarrheagenic Escherichia Coli,diagnosis,1
Diarrheagenic Escherichia coli,diagnosis,1
Diarrheal Disease,management,1
Diarrheal Diseases,management,1
Diarrheal Disorders,diagnosis,1
Diarrhoea Management,drug_of_choice,1
Diet,management,1
Dietary Fiber,other,1
Dietary Guidelines,other,1
Dietary assessment,other,1
Dietary fiber,other,4
Dietary guidelines,management,1
Differential diagnosis,diagnosis,1
Difficult Airway,management,2
Difficult Airway,investigation,1
Difficult airway,management,1
Diffuse Axonal Injury,investigation,1
Diffuse axonal injury,investigation,1
Diffusion,mechanism,2
Diffusion Hypoxia,mechanism,1
Digestion,mechanism,2
Digestion,other,1
Digestion and Absorption,mechanism,2
Digestive Enzymes,mechanism,1
Digestive enzymes,mechanism,1
Digestive secretions,other,1
Digitalis,drug_of_choice,1
Digitalis Toxicity,drug_of_choice,1
Digoxin Toxicity,management,1
Digoxin Toxicity,other,1
Dilation and Evacuation,management,1
Dilation and curettage,investigation,1
Diphtheria,mechanism,3
Diphtheria,other,2
Diphtheria,diagnosis,1
Diphtheria,drug_of_choice,1
Diphtheria,epidemiology,1
Diphtheria,management,1
Diplopia,diagnosis,2
Direct Coombs Test,investigation,1
Direct Coombs test,investigation,1
Direct factor Xa inhibitors,mechanism,1
Direct invasion,mechanism,1
Disability,other,3
Disaster Cycle,other,1
Disaster Management,management,19
Disaster Management,other,7
Disaster Management,epidemiology,1
Disaster management,management,6
Disaster management,other,6
Disaster management,epidemiology,1
Disc Prolapse,diagnosis,1
Disease Control,other,1
Disease Control Programs,other,1
Disease Dynamics,other,1
Disease Elimination,epidemiology,1
Disease Occurrence,epidemiology,1
Disease Patterns,epidemiology,1
Disease Prevention And Control,epidemiology,1
Disease Prevention and Control,epidemiology,1
Disease Surveillance,epidemiology,3
Disease Surveillance,other,2
Disease Surveillance,investigation,1
Disease Transmission,epidemiology,3
Disease Transmission,other,3
Disease recurrence,diagnosis,1
Disease surveillance,epidemiology,5
Disease surveillance,investigation,1
Disease surveillance,other,1
Disease transmission,diagnosis,1
Disinfectant,other,1
Disinfectants,other,1
Dislocation,anatomy_structure,1
Dislocations,other,6
Dislocations,diagnosis,3
Dislocations,anatomy_structure,1
Dislocations,image_identification,1
Disorders Of Pigmentation,diagnosis,1
Disorders of Sexual Differentiation,diagnosis,1
Disorders of pigmentation,diagnosis,1
Dissociated vertical deviation,diagnosis,1
Dissociative Disorders,diagnosis,9
Dissociative Disorders,other,1
Dissociative disorders,diagnosis,5
Distal convoluted tubule,mechanism,1
Distal radius,diagnosis,1
Diuretics,mechanism,12
Diuretics,drug_of_choice,11
Diuretics,other,5
Diuretics,management,2
Diverticular Disease,diagnosis,1
Diverticular disease,diagnosis,1
Dmards,other,1
Dna Repair,mechanism,3
Dna Repair,other,1
Dna Repair Disorders,other,1
Dna Replication,mechanism,6
Dna Replication And Repair,mechanism,1
Dna Structure,other,5
Dna Viruses,diagnosis,1
Domestic Violence,epidemiology,1
Domestic violence,epidemiology,1
Dopamine Agonists,drug_of_choice,1
Dopamine Antagonists,other,1
Dopamine Receptors,mechanism,1
Dopamine agonists,drug_of_choice,1
Dopamine agonists,mechanism,1
Dopamine antagonists,mechanism,1
Dopamine antagonists,other,1
Dopamine dosage,management,1
Dopamine receptors,mechanism,2
Doppler,investigation,1
Dorsal column,diagnosis,1
Dorsiflexion,anatomy_structure,1
Dose-Response,other,1
Dosing,other,1
Down Syndrome,anatomy_structure,2
Down Syndrome,diagnosis,2
Down Syndrome,other,1
Down syndrome,diagnosis,2
Down syndrome,epidemiology,2
Dowry Legislation,other,1
Dowry death,other,2
Dowry laws,other,1
Dream Analysis,other,2
Dream Theory,other,3
Drowning,mechanism,8
Drowning,other,4
Drowning,diagnosis,3
Drowning,investigation,3
Drowning,epidemiology,1
Drug Absorption,other,2
Drug Administration,other,3
Drug Administration,management,1
Drug Administration Routes,other,1
Drug Adverse Effects,diagnosis,1
Drug Classification,mechanism,1
Drug Contraindications,other,1
Drug Dependence,mechanism,2
Drug Dependence,diagnosis,1
Drug Dependence,epidemiology,1
Drug Dependence,other,1
Drug Distribution,mechanism,1
Drug Dosing,mechanism,1
Drug Effects,mechanism,1
Drug Elimination,other,2
Drug Eruptions,diagnosis,1
Drug Eruptions,other,1
Drug Formulations,other,2
Drug Hypersensitivity,drug_of_choice,1
Drug Hypersensitivity,other,1
Drug Induced Pigmentation,diagnosis,1
Drug Interactions,mechanism,6
Drug Interactions,management,5
Drug Interactions,other,4
Drug Interactions,drug_of_choice,1
Drug Kinetics,other,1
Drug Mechanism,mechanism,2
Drug Metabolism,mechanism,8
Drug Metabolism,other,3
Drug Metabolism,anatomy_structure,1
Drug Metabolism,management,1
Drug Monitoring,investigation,1
Drug Monitoring,management,1
Drug Overdose,management,1
Drug Properties,other,1
Drug Reactions,diagnosis,1
Drug Regulation,other,1
Drug Resistance,epidemiology,1
Drug Side Effects,other,2
Drug Side Effects,diagnosis,1
Drug Side Effects,mechanism,1
Drug Sources,other,1
Drug Therapy,other,1
Drug Toxicity,investigation,2
Drug Toxicity,management,2
Drug Toxicity,mechanism,2
Drug Transport,mechanism,1
Drug absorption,mechanism,1
Drug abuse,other,1
Drug administration,management,1
Drug administration,other,1
Drug administration routes,other,1
Drug adverse effects,management,2
Drug adverse effects,mechanism,1
Drug adverse effects,other,1
Drug calculations,other,1
Drug classes,other,1
Drug classification,mechanism,1
Drug dependence,mechanism,2
Drug dependence,other,2
Drug dependence,diagnosis,1
Drug dependence,epidemiology,1
Drug dosing,mechanism,1
Drug elimination,mechanism,1
Drug eruptions,other,1
Drug hypersensitivity,drug_of_choice,1
Drug interactions,mechanism,7
Drug interactions,management,2
Drug interactions,other,2
Drug mechanism,mechanism,1
Drug metabolism,mechanism,4
Drug metabolism,other,1
Drug monitoring,investigation,1
Drug properties,other,1
Drug regulation,other,1
Drug side effects,mechanism,1
Drug side effects,other,1
Drug therapy,mechanism,1
Drug toxicity,other,2
Drug toxicity,investigation,1
Drug toxicity,mechanism,1
