topic,concept,count,years
Environment & Occupational Health,Factory act child labour,1,2017
Environment & Occupational Health,Factory space requirement,1,2016
Environment & Occupational Health,False statement about croup,1,2014
Environment & Occupational Health,Farmer harvest season disease,1,2018
Environment & Occupational Health,Foreign body lung management,1,2013
Environment & Occupational Health,Foul smelling ear discharge cholesteatoma,1,2014
Environment & Occupational Health,Frenzel glasses nystagmus detection,1,2014
Environment & Occupational Health,Frenzel maneuver not ET patency,1,2014
Environment & Occupational Health,Frey's syndrome pathophysiology,1,2014
Environment & Occupational Health,Galen's anastomosis nerves,1,2014
Environment & Occupational Health,Gelle's test not vestibular,1,2014
Environment & Occupational Health,Globus sensation relieved by swallowing,1,2014
Environment & Occupational Health,Glomus jugulare hypotympanum,1,2014
Environment & Occupational Health,Greater petrosal nerve origin,1,2015
Environment & Occupational Health,HIV needle stick transmission risk,1,2014
Environment & Occupational Health,HIV needlestick transmission risk,1,2014
Environment & Occupational Health,Haller cells orbital floor,1,2014
Environment & Occupational Health,Hand arm vibration syndrome,1,2018
Environment & Occupational Health,Hasner's valve location,1,2014
Environment & Occupational Health,Heat stress index comfort threshold,1,2012
Environment & Occupational Health,Heat stress work limit,1,2012
Environment & Occupational Health,Identify non-PPE,1,2019
Environment & Occupational Health,Incisura terminalis location,1,2014
Environment & Occupational Health,Insecticide induced female sterility,1,2012
Environment & Occupational Health,Intrathecal fluorescein for CSF leak,1,2015
Environment & Occupational Health,JNA diagnosis,1,2025
Environment & Occupational Health,Kata thermometer air velocity,1,2021
Environment & Occupational Health,Korner's septum location,1,2016
Environment & Occupational Health,Laryngeal carcinoma facts,1,2016
Environment & Occupational Health,Laser for tracheal neoplasm,1,2016
Environment & Occupational Health,Lautenslagers operation nasal narrowing,1,2014
Environment & Occupational Health,Left RLN passes between trachea and esophagus,1,2016
Environment & Occupational Health,Levenson criteria congenital cholesteatoma,1,2014
Environment & Occupational Health,Lifestyle and hazard protection,1,2012
Environment & Occupational Health,MRND adjuvant radiotherapy indication,1,2024
Environment & Occupational Health,Malignant otitis externa,1,2015
Environment & Occupational Health,Maxillary sinus CT finding,1,2019
Environment & Occupational Health,Maxillary sinus lavage complications,1,2015
Environment & Occupational Health,Meatoplasty definition,1,2020
Environment & Occupational Health,Meniere's disease pathology,1,2011
Environment & Occupational Health,Mesothelioma asbestos exposure,1,2018
Environment & Occupational Health,Mild retraction pocket first line,1,2016
Environment & Occupational Health,Miner's cramps heat cramps,1,2015
Environment & Occupational Health,Mumps parotid swelling,1,2014
Environment & Occupational Health,NPC wood dust risk,1,2014
Environment & Occupational Health,Nasal fracture reduction instrument,1,2025
Environment & Occupational Health,Nasal incision identification,1,2024
Environment & Occupational Health,Nasal tip V1 innervation,1,2016
Environment & Occupational Health,Nasopharynx endoscopic anatomy,1,2018
Environment & Occupational Health,Nasopharynx epithelium type,1,2015
Environment & Occupational Health,Nitric oxide test PCD,1,2015
Environment & Occupational Health,OSAH diagnosis via AHI,1,2016
Environment & Occupational Health,Onodi Haller cells association,1,2011
Environment & Occupational Health,Oropharyngeal carcinoma risk factors,1,2014
Environment & Occupational Health,Oropharyngeal foreign body,1,2014
Environment & Occupational Health,Ossicles sound transmission,1,2013
Environment & Occupational Health,Otosclerosis Paget's disease,1,2013
Environment & Occupational Health,PVS adenocarcinoma false,1,2016
Environment & Occupational Health,Paget's disease hearing loss,1,2016
Environment & Occupational Health,Parotid duct pierces buccinator muscle,1,2016
Environment & Occupational Health,Parotid secretomotor innervation,1,2015
Environment & Occupational Health,Partial vs total laryngectomy,1,2023
Environment & Occupational Health,Peripheral vestibular nerve lesion,1,2014
Environment & Occupational Health,Peritonsillar abscess diagnosis,1,2020
Environment & Occupational Health,Permanent loss of hearing,1,2015
Environment & Occupational Health,Personal protective equipment examples,1,2019
Environment & Occupational Health,Petrous bone fracture facial nerve palsy,1,2016
Environment & Occupational Health,Pierre Robin sequence features,1,2016
Environment & Occupational Health,Postcricoid region common in Plummer-Vinson,1,2014
Environment & Occupational Health,Promethazine motion sickness prophylaxis,1,2020
Environment & Occupational Health,Pyriform fossa lies in hypopharynx,1,2014
Environment & Occupational Health,Radioisotope cisternography for CSF leak,1,2015
Environment & Occupational Health,Ranula definition features,1,2011
Environment & Occupational Health,Reinkes edema identification,1,2019
Environment & Occupational Health,Rinne test conductive hearing loss,1,2018
Environment & Occupational Health,Saddle nose tertiary syphilis,1,2015
Environment & Occupational Health,Safety officer requirement,1,2016
Environment & Occupational Health,Safety officer threshold,1,2016
Environment & Occupational Health,Salpingopharyngeus functional significance,1,2016
Environment & Occupational Health,Samter's triad with asthma,1,2014
Environment & Occupational Health,Schirmer test interpretation,1,2016
Environment & Occupational Health,Secondary post-tonsillectomy bleed,1,2011
Environment & Occupational Health,Sialolithiasis common gland,1,2014
Environment & Occupational Health,Sodium fluoride otosclerosis mechanism,1,2011
Environment & Occupational Health,Spasmodic dysphonia features,1,2015
Environment & Occupational Health,Structures passing through sinus of Morgagni,1,2016
Environment & Occupational Health,Submucosal resection for DNS,1,2015
Environment & Occupational Health,Supraomohyoid dissection classification,1,2015
Environment & Occupational Health,Systemic antibiotics limited in CSOM,1,2016
Environment & Occupational Health,Thickened facial nerve,1,2017
Environment & Occupational Health,Throat lesion identification,1,2019
Environment & Occupational Health,Thyroid carcinoma histopathology,1,2022
Environment & Occupational Health,Tracheostomy indications,1,2018
Environment & Occupational Health,Tracheostomy indications airway obstruction,1,2017
Environment & Occupational Health,Trotter triad,1,2014
Environment & Occupational Health,Tubotympanic CSOM features,1,2015
Environment & Occupational Health,Tympanoplasty includes TM and ossicles,1,2014
Environment & Occupational Health,Usher syndrome diagnosis,1,2015
Environment & Occupational Health,Uvula deviation contralateral vagus,1,2014
Environment & Occupational Health,Vein of Galen malformation,1,2024
Environment & Occupational Health,Vertical hemilaryngectomy removed structures,1,2015
Environment & Occupational Health,Vestibular ligament inferior border,1,2015
Environment & Occupational Health,Vestibular schwannoma nerve involvement,1,2011
Environment & Occupational Health,Vidian neurectomy indication,1,2014
Environment & Occupational Health,Vocal cord lesion identification,1,2019
Environment & Occupational Health,Voice rehab after laryngectomy,1,2018
Environment & Occupational Health,Warthin tumor imaging,1,2016
Environment & Occupational Health,Water's view indication,1,2017
Environment & Occupational Health,Welfare officer requirement,1,2016
Environment & Occupational Health,Young's operation atrophic rhinitis indication,1,2014
Environment & Occupational Health,Zenker diverticulum location,1,2020
Environment & Occupational Health,aminoglycoside induced hearing loss,1,2014
Environment & Occupational Health,best study for exposure-disease relationship,1,2015
Environment & Occupational Health,branchial arch nerves neural crest,1,2018
Environment & Occupational Health,branchial cyst common location,1,2019
Environment & Occupational Health,byysinosis textile workers,1,2014
Environment & Occupational Health,cholesteatoma image identification,1,2019
Environment & Occupational Health,cranial nerve compression symptoms,1,2016
Environment & Occupational Health,ear reconstructive surgery,1,2016
Environment & Occupational Health,epistaxis after external carotid ligation,1,2016
Environment & Occupational Health,ethmoidal carcinoma risk factors,1,2016
Environment & Occupational Health,facial nerve topodiagnosis,1,2016
Environment & Occupational Health,hemilaryngectomy membrane,1,2016
Environment & Occupational Health,inspiratory stridor lesion type,1,2019
Environment & Occupational Health,labyrinthine fistula site,1,2014
Environment & Occupational Health,lingual thyroid,1,2016
Environment & Occupational Health,most common benign ear canal tumor,1,2016
Environment & Occupational Health,most common oropharyngeal carcinoma type,1,2016
Environment & Occupational Health,most common ossicle injured in trauma,1,2016
Environment & Occupational Health,most common semicircular canal in BPPV,1,2016
Environment & Occupational Health,most conservative neck dissection,1,2015
Environment & Occupational Health,nasal tip most prominent point,1,2016
Environment & Occupational Health,objective tinnitus causes,1,2014
Environment & Occupational Health,objective tinnitus etiology,1,2015
Environment & Occupational Health,odontogenic deep neck infection,1,2020
Environment & Occupational Health,otitis externa etiology,1,2015
Environment & Occupational Health,otosclerosis causing deafness,1,2016
Environment & Occupational Health,paediatric esophageal coin impaction,1,2016
Environment & Occupational Health,prevent otitis externa,1,2016
Environment & Occupational Health,quadrangular septum location,1,2016
Environment & Occupational Health,rhinoscleroma cause,1,2014
Environment & Occupational Health,singer's nodule vocal abuse cause,1,2016
Environment & Occupational Health,submandibular gland nerve supply,1,2024
Environment & Occupational Health,submandibular gland sialolithiasis,1,2014
Environment & Occupational Health,submandibular stone investigation,1,2016
Environment & Occupational Health,surgical removal of aural polyp,1,2016
Environment & Occupational Health,synkinesis sequel,1,2014
Environment & Occupational Health,tongue ulcer differential,1,2015
Environment & Occupational Health,tonsillitis referred ear pain,1,2024
Environment & Occupational Health,tracheostomy indication,1,2018
Environment & Occupational Health,treat comorbid sinonasal infection,1,2016
Environment & Occupational Health,tubotympanic CSOM perforation location,1,2015
Environment & Occupational Health,turbinate hypertrophy surgical options,1,2014
Environment And Health,e,1,2023
Environmental Emergencies,Frostbite rewarming temperature,1,2020
Environmental Health,Active chlorine form hypochlorous acid,2,"2017,2018"
Environmental Health,Hardness of water,2,"2017,2018"
Environmental Health,Active chlorine form chlorination,1,2016
Environmental Health,Air Quality Index interpretation,1,2021
Environmental Health,Air pollution monitoring indicators,1,2020
Environmental Health,Air pollution noise control,1,2012
Environmental Health,Air pollution respiratory disease,1,2012
Environmental Health,Biomedical waste chemical liquid yellow,1,2020
Environmental Health,Biomedical waste disposal methods,1,2018
Environmental Health,Biomedical waste disposal rules,1,2011
Environmental Health,Bleaching powder disinfectant mechanism,1,2020
Environmental Health,Bleaching powder for cholera stools,1,2012
Environmental Health,Cadmium poisoning symptoms,1,2018
Environmental Health,Cattle shed housing distance,1,2013
Environmental Health,Causes of water hardness,1,2018
Environmental Health,Central Pollution Control Board,1,2012
Environmental Health,Chlorination 30 minute contact,1,2013
Environmental Health,Chlorination active form,1,2017
Environmental Health,Cholera stool disinfection amount,1,2012
Environmental Health,Composting for soil enrichment,1,2012
Environmental Health,Cytotoxic drug disposal method,1,2017
Environmental Health,Disaster response exposure,1,2021
Environmental Health,Domestic waste water pollution,1,2013
Environmental Health,Drinking water fluoride recommendation,1,2014
Environmental Health,Eijkman test for coliforms,1,2012
Environmental Health,Endemic fluorosis prevention methods,1,2025
Environmental Health,Environmental congenital malformations,1,2012
Environmental Health,Environmental radiation sources,1,2012
Environmental Health,Epidemic dropsy causative toxin,1,2012
Environmental Health,Food and drug safety,1,2012
Environmental Health,Greenhouse gas identification,1,2013
Environmental Health,Hardness 50-150 mg/L,1,2014
Environmental Health,Hazardous waste disposal methods,1,2016
Environmental Health,Heat stress index comfort threshold,1,2012
Environmental Health,Holder method pasteurization temperature,1,2018
Environmental Health,Holder method pasteurization temperature time,1,2016
Environmental Health,Hospital infectious waste proportion,1,2012
Environmental Health,Hypochlorous acid in chlorination,1,2018
Environmental Health,Indoor air pollution sources,1,2011
Environmental Health,Kata thermometer air velocity,1,2021
Environmental Health,Lead poisoning gout,1,2017
Environmental Health,Living room air exchange,1,2013
Environmental Health,MDG 7 environmental sustainability,1,2013
Environmental Health,Mesothelioma asbestos risk factors,1,2018
Environmental Health,Mosquito control non-deliberate measure,1,2011
Environmental Health,Most common heavy metal poisoning,1,2012
Environmental Health,Nalgonda technique alum lime,1,2025
Environmental Health,Nalgonda technique defluoridation water,1,2024
Environmental Health,Orthotolidine test water quality,1,2011
Environmental Health,Prevention of cruelty to animals,1,2019
Environmental Health,Problem village criteria,1,2014
Environmental Health,Psychrometer measures humidity,1,2013
Environmental Health,Radiation-induced oligospermia threshold,1,2016
Environmental Health,Rural urban prevalence differences diseases,1,2010
Environmental Health,Sewage biochemical oxygen demand,1,2012
Environmental Health,Skeletal fluorosis fluoride level,1,2015
Environmental Health,Slaughterhouse window area,1,2013
Environmental Health,Slow sand filter duration,1,2013
Environmental Health,Terrestrial radiation exposure,1,2012
Environmental Health,Trench sanitary fill land area,1,2019
Environmental Health,Waste organic load measurement,1,2012
Environmental Health,Water breeding disease identification,1,2020
Environmental Health,Water hardness chemical causes,1,2016
Environmental Health,Water hardness chemistry,1,2017
Environmental Health,Water hardness contributors,1,2018
Environmental Health,Water hardness salts,1,2017
Environmental Health,Winter temperature inversion,1,2012
Environmental Health,active chlorine form,1,2017
Environmental Health,aeration tank function,1,2012
Environmental Health,air cooling power measurement,1,2019
Environmental Health,diatoms forensic significance,1,2019
Environmental Health,landfill trench depth land area,1,2019
Environmental Health,non-indoor pollutant identification,1,2016
